Ensembl Gene ID	Ensembl Transcript ID	Gene Start (bp)	Gene End (bp)	Chromosome Name	Gene type
ENSG00000265649	ENST00000577272	74946836	74946907	14	miRNA
ENSG00000221326	ENST00000408399	32144931	32145018	2	miRNA
ENSG00000252308	ENST00000516499	43618487	43618571	7	miRNA
ENSG00000263802	ENST00000577299	32313373	32313460	2	miRNA
ENSG00000207960	ENST00000385225	157367028	157367114	7	miRNA
ENSG00000264682	ENST00000581494	20988332	20988414	HSCHR19_1_CTG3	miRNA
ENSG00000207976	ENST00000385241	98588426	98588521	10	miRNA
ENSG00000265165	ENST00000582802	27377848	27377931	14	miRNA
ENSG00000222899	ENST00000410967	27396859	27396981	14	miRNA
ENSG00000239624	ENST00000478760	28800	28881	GL000233.1	miRNA
ENSG00000240688	ENST00000466802	35214	35296	GL000233.1	miRNA
ENSG00000265117	ENST00000579938	35452	35534	GL000233.1	miRNA
ENSG00000264657	ENST00000584270	28102411	28102484	14	miRNA
ENSG00000223164	ENST00000411232	28459211	28459321	14	miRNA
ENSG00000207637	ENST00000384905	158325410	158325505	7	miRNA
ENSG00000265598	ENST00000582433	158384308	158384388	7	miRNA
ENSG00000251966	ENST00000516157	10033981	10034093	Y	miRNA
ENSG00000266305	ENST00000580665	30515240	30515322	16	miRNA
ENSG00000221465	ENST00000408538	98680459	98680548	10	miRNA
ENSG00000263502	ENST00000584011	13340359	13340440	Y	miRNA
ENSG00000252855	ENST00000517046	13340551	13340633	Y	miRNA
ENSG00000207954	ENST00000385219	44155704	44155802	3	miRNA
ENSG00000264774	ENST00000581863	44556708	44556793	3	miRNA
ENSG00000238958	ENST00000459037	44834507	44834597	3	miRNA
ENSG00000207783	ENST00000385049	44903380	44903473	3	miRNA
ENSG00000265677	ENST00000577622	102807306	102807406	14	miRNA
ENSG00000266015	ENST00000582498	103005981	103006063	14	miRNA
ENSG00000251927	ENST00000516118	45633747	45633819	3	miRNA
ENSG00000211990	ENST00000390701	103345958	103346075	14	miRNA
ENSG00000266447	ENST00000582474	194370319	194370419	3	miRNA
ENSG00000221718	ENST00000408791	194387894	194387945	3	miRNA
ENSG00000239117	ENST00000459487	103669523	103669601	14	miRNA
ENSG00000222545	ENST00000410613	70710522	70710610	17	miRNA
ENSG00000265333	ENST00000577367	194855235	194855309	3	miRNA
ENSG00000264677	ENST00000577864	99242426	99242530	10	miRNA
ENSG00000265398	ENST00000583345	99635569	99635654	10	miRNA
ENSG00000221419	ENST00000408492	100154975	100155064	10	miRNA
ENSG00000264610	ENST00000578185	100191049	100191117	10	miRNA
ENSG00000265161	ENST00000580394	13947443	13947512	Y	miRNA
ENSG00000212061	ENST00000390772	76814398	76814481	14	miRNA
ENSG00000265991	ENST00000579767	30886587	30886644	16	miRNA
ENSG00000211591	ENST00000390236	30905224	30905306	16	miRNA
ENSG00000252809	ENST00000517000	31120551	31120634	16	miRNA
ENSG00000265632	ENST00000581515	114988567	114988654	12	miRNA
ENSG00000265002	ENST00000581090	20563361	20563434	15	miRNA
ENSG00000221431	ENST00000408504	147629193	147629288	3	miRNA
ENSG00000264904	ENST00000583855	104042305	104042396	14	miRNA
ENSG00000252586	ENST00000516777	14482123	14482230	Y	miRNA
ENSG00000207967	ENST00000385232	116586365	116586459	12	miRNA
ENSG00000220989	ENST00000408062	107084029	107084134	3	miRNA
ENSG00000221457	ENST00000408530	147798620	147798709	3	miRNA
ENSG00000221540	ENST00000408613	19247819	19247887	17	miRNA
ENSG00000264652	ENST00000582839	44150448	44150511	7	miRNA
ENSG00000264439	ENST00000580575	104447135	104447220	14	miRNA
ENSG00000207568	ENST00000384836	104583742	104583851	14	miRNA
ENSG00000252785	ENST00000516976	72303826	72303947	17	miRNA
ENSG00000221354	ENST00000408427	20777370	20777452	15	miRNA
ENSG00000264306	ENST00000583198	46591996	46592047	3	miRNA
ENSG00000263768	ENST00000578007	116693688	116693793	12	miRNA
ENSG00000221724	ENST00000408797	108039239	108039325	3	miRNA
ENSG00000216084	ENST00000401265	73184231	73184425	12	miRNA
ENSG00000264037	ENST00000582069	116866057	116866123	12	miRNA
ENSG00000264624	ENST00000581999	72744752	72744838	17	miRNA
ENSG00000207551	ENST00000384820	102734742	102734841	10	miRNA
ENSG00000265322	ENST00000584700	21038124	21038198	15	miRNA
ENSG00000266545	ENST00000585138	21145581	21145662	15	miRNA
ENSG00000221754	ENST00000408827	77732561	77732633	14	miRNA
ENSG00000264511	ENST00000578455	73402150	73402243	17	miRNA
ENSG00000265636	ENST00000579379	73492726	73492837	17	miRNA
ENSG00000265793	ENST00000582779	22049274	22049348	15	miRNA
ENSG00000264326	ENST00000578157	44921347	44921399	7	miRNA
ENSG00000266443	ENST00000583674	47581504	47581590	3	miRNA
ENSG00000272231	ENST00000606199	74293650	74293732	12	miRNA
ENSG00000264155	ENST00000577845	74411555	74411636	12	miRNA
ENSG00000264902	ENST00000578890	22156766	22156847	15	miRNA
ENSG00000215964	ENST00000401145	41825568	41825631	17	miRNA
ENSG00000265291	ENST00000582316	105144031	105144086	14	miRNA
ENSG00000264797	ENST00000579683	30174505	30174608	14	miRNA
ENSG00000252541	ENST00000516732	109216492	109216576	3	miRNA
ENSG00000265956	ENST00000583183	109321675	109321744	3	miRNA
ENSG00000263565	ENST00000579134	73780602	73780688	17	miRNA
ENSG00000266457	ENST00000577585	47810601	47810701	3	miRNA
ENSG00000221585	ENST00000408658	47891045	47891119	3	miRNA
ENSG00000252694	ENST00000516885	15779840	15779936	Y	miRNA
ENSG00000265483	ENST00000585052	48238054	48238106	3	miRNA
ENSG00000252466	ENST00000516657	48357850	48357949	3	miRNA
ENSG00000264209	ENST00000579939	48529745	48529838	3	miRNA
ENSG00000211535	ENST00000390201	48616335	48616410	3	miRNA
ENSG00000263898	ENST00000577502	48681627	48681713	3	miRNA
ENSG00000263436	ENST00000583596	103361174	103361254	10	miRNA
ENSG00000239163	ENST00000459199	78864221	78864302	14	miRNA
ENSG00000221178	ENST00000408251	79084209	79084318	14	miRNA
ENSG00000221280	ENST00000408353	118604604	118604676	12	miRNA
ENSG00000266220	ENST00000578366	16364065	16364171	Y	miRNA
ENSG00000221418	ENST00000408491	125680283	125680354	7	miRNA
ENSG00000221641	ENST00000408714	22513229	22513280	15	miRNA
ENSG00000263930	ENST00000579193	22675148	22675241	15	miRNA
ENSG00000266591	ENST00000578721	53025085	53025212	10	miRNA
ENSG00000207813	ENST00000385078	53059333	53059415	10	miRNA
ENSG00000216022	ENST00000401203	53399503	53399592	10	miRNA
ENSG00000199032	ENST00000362162	49057581	49057667	3	miRNA
ENSG00000221000	ENST00000408073	22705928	22706010	15	miRNA
ENSG00000207605	ENST00000384873	49058051	49058142	3	miRNA
ENSG00000264201	ENST00000583094	49165758	49165820	12	miRNA
ENSG00000207692	ENST00000384959	126698142	126698238	7	miRNA
ENSG00000251989	ENST00000516180	104020987	104021063	10	miRNA
ENSG00000202569	ENST00000365699	104196269	104196341	10	miRNA
ENSG00000264197	ENST00000584827	111620189	111620258	HG388_HG400_PATCH	miRNA
ENSG00000207952	ENST00000385217	31483852	31483948	14	miRNA
ENSG00000263784	ENST00000582500	31779519	31779590	14	miRNA
ENSG00000239124	ENST00000459619	23264866	23264948	15	miRNA
ENSG00000207588	ENST00000384856	127721913	127722012	7	miRNA
ENSG00000207705	ENST00000384972	127847924	127847996	7	miRNA
ENSG00000221429	ENST00000408502	127930057	127930144	7	miRNA
ENSG00000263921	ENST00000583830	56107723	56107774	10	miRNA
ENSG00000221594	ENST00000408667	56367634	56367717	10	miRNA
ENSG00000264633	ENST00000582451	49311553	49311619	3	miRNA
ENSG00000222079	ENST00000410147	150635484	150635582	3	miRNA
ENSG00000264747	ENST00000583084	59064239	59064319	10	miRNA
ENSG00000266798	ENST00000516356	150953732	150953822	3	miRNA
ENSG00000266252	ENST00000581432	2409770	2409869	6	miRNA
ENSG00000266750	ENST00000583158	2854265	2854341	6	miRNA
ENSG00000263413	ENST00000581377	106056273	106056350	14	miRNA
ENSG00000266597	ENST00000578042	106057407	106057466	14	miRNA
ENSG00000263506	ENST00000584510	49843570	49843678	3	miRNA
ENSG00000263651	ENST00000579722	49856387	49856486	3	miRNA
ENSG00000207922	ENST00000385187	50210759	50210852	3	miRNA
ENSG00000207940	ENST00000385205	111831648	111831745	3	miRNA
ENSG00000265244	ENST00000583762	34446516	34446597	14	miRNA
ENSG00000263691	ENST00000581314	35270737	35270791	14	miRNA
ENSG00000238347	ENST00000458911	23444768	23444850	15	miRNA
ENSG00000238737	ENST00000459602	23609591	23609673	15	miRNA
ENSG00000265673	ENST00000584178	23807209	23807278	15	miRNA
ENSG00000221767	ENST00000408840	105154010	105154158	10	miRNA
ENSG00000264024	ENST00000581070	106178260	106178329	14	miRNA
ENSG00000265612	ENST00000579784	106323682	106323741	14	miRNA
ENSG00000266706	ENST00000582202	106323742	106323801	14	miRNA
ENSG00000265517	ENST00000581918	106323912	106323971	14	miRNA
ENSG00000264473	ENST00000581318	106324334	106324411	14	miRNA
ENSG00000263751	ENST00000581354	106324504	106324581	14	miRNA
ENSG00000266408	ENST00000581720	106324723	106324792	14	miRNA
ENSG00000264781	ENST00000581717	106325653	106325722	14	miRNA
ENSG00000265714	ENST00000580379	106325958	106326024	14	miRNA
ENSG00000238593	ENST00000458853	112811291	112811372	3	miRNA
ENSG00000264062	ENST00000584830	76118233	76118321	12	miRNA
ENSG00000252471	ENST00000516662	27606157	27606239	Y	miRNA
ENSG00000265253	ENST00000578505	113313723	113313789	3	miRNA
ENSG00000221272	ENST00000408345	63686695	63686777	10	miRNA
ENSG00000221094	ENST00000408167	63875974	63876060	10	miRNA
ENSG00000263920	ENST00000579246	64417945	64418012	10	miRNA
ENSG00000221063	ENST00000408136	65132717	65132808	10	miRNA
ENSG00000221604	ENST00000408677	50627925	50627995	12	miRNA
ENSG00000207556	ENST00000384825	74732532	74732630	17	miRNA
ENSG00000216083	ENST00000401264	105807847	105807944	10	miRNA
ENSG00000264060	ENST00000579394	75393066	75393136	17	miRNA
ENSG00000207770	ENST00000385036	114035322	114035416	3	miRNA
ENSG00000273250	ENST00000610039	28743697	28743804	HSCHR6_MHC_APD	miRNA
ENSG00000273197	ENST00000608002	28763753	28763816	HSCHR6_MHC_APD	miRNA
ENSG00000264623	ENST00000580742	114462292	114462372	3	miRNA
ENSG00000265020	ENST00000582622	75544515	75544587	7	miRNA
ENSG00000208033	ENST00000385298	105978547	105978641	10	miRNA
ENSG00000266517	ENST00000584117	26093894	26093972	15	miRNA
ENSG00000266852	ENST00000583050	106028080	106028177	10	miRNA
ENSG00000266022	ENST00000583603	98510962	98511041	HG946_PATCH	miRNA
ENSG00000266557	ENST00000583999	29993432	29993564	HSCHR6_MHC_APD	miRNA
ENSG00000221180	ENST00000408253	106663421	106663529	14	miRNA
ENSG00000266665	ENST00000577633	77680985	77681058	17	miRNA
ENSG00000264180	ENST00000584005	32702571	32702638	HSCHR6_MHC_APD	miRNA
ENSG00000263423	ENST00000578166	32888280	32888374	HSCHR6_MHC_APD	miRNA
ENSG00000221401	ENST00000408474	128546825	128546943	7	miRNA
ENSG00000221050	ENST00000408123	28633515	28633597	15	miRNA
ENSG00000266039	ENST00000583920	28671637	28671730	15	miRNA
ENSG00000263964	ENST00000578671	28735898	28735991	15	miRNA
ENSG00000238607	ENST00000458870	28768331	28768413	15	miRNA
ENSG00000221249	ENST00000408322	76326819	76326971	7	miRNA
ENSG00000263778	ENST00000578098	28615937	28616005	HSCHR6_MHC_COX	miRNA
ENSG00000263532	ENST00000581754	28744522	28744629	HSCHR6_MHC_COX	miRNA
ENSG00000238890	ENST00000458833	79742099	79742171	12	miRNA
ENSG00000221788	ENST00000408861	79813037	79813101	12	miRNA
ENSG00000266390	ENST00000578799	79856244	79856330	12	miRNA
ENSG00000263757	ENST00000582521	79874828	79874920	12	miRNA
ENSG00000265433	ENST00000580126	116569124	116569214	3	miRNA
ENSG00000265950	ENST00000580233	28764545	28764608	HSCHR6_MHC_COX	miRNA
ENSG00000238331	ENST00000459144	77784478	77784573	17	miRNA
ENSG00000264961	ENST00000584535	78393218	78393293	17	miRNA
ENSG00000253012	ENST00000517203	67469818	67469902	10	miRNA
ENSG00000264728	ENST00000580872	10271	10353	GL000247.1	miRNA
ENSG00000238667	ENST00000459271	11746	11828	GL000247.1	miRNA
ENSG00000238477	ENST00000458778	11986	12067	GL000247.1	miRNA
ENSG00000271726	ENST00000606635	12803	12884	GL000247.1	miRNA
ENSG00000238340	ENST00000459082	28947708	28947790	15	miRNA
ENSG00000221359	ENST00000408432	112193999	112194143	10	miRNA
ENSG00000264544	ENST00000584200	112235255	112235352	10	miRNA
ENSG00000265827	ENST00000580906	112657848	112657913	10	miRNA
ENSG00000221159	ENST00000408232	69730030	69730126	10	miRNA
ENSG00000265009	ENST00000582209	52504418	52504488	12	miRNA
ENSG00000265804	ENST00000578580	52507709	52507796	12	miRNA
ENSG00000207990	ENST00000385255	129410223	129410332	7	miRNA
ENSG00000199158	ENST00000362288	129414532	129414609	7	miRNA
ENSG00000207691	ENST00000384958	129414745	129414854	7	miRNA
ENSG00000263557	ENST00000577493	129625487	129625587	7	miRNA
ENSG00000221214	ENST00000408287	112748684	112748771	10	miRNA
ENSG00000265887	ENST00000584159	56337476	56337544	7	miRNA
ENSG00000265530	ENST00000578587	35760692	35760782	14	miRNA
ENSG00000266264	ENST00000582013	36278418	36278506	14	miRNA
ENSG00000199043	ENST00000362173	130135952	130136045	7	miRNA
ENSG00000207763	ENST00000385030	81226312	81226408	12	miRNA
ENSG00000208022	ENST00000385287	81329515	81329612	12	miRNA
ENSG00000265227	ENST00000578957	81552167	81552240	12	miRNA
ENSG00000212071	ENST00000390782	36665686	36665774	14	miRNA
ENSG00000221184	ENST00000408257	70519075	70519171	10	miRNA
ENSG00000207736	ENST00000385003	79099076	79099173	17	miRNA
ENSG00000211563	ENST00000390137	79099677	79099755	17	miRNA
ENSG00000221025	ENST00000408098	79106996	79107108	17	miRNA
ENSG00000221250	ENST00000408323	30385012	30385094	15	miRNA
ENSG00000221785	ENST00000408858	30437080	30437162	15	miRNA
ENSG00000221723	ENST00000408796	30696552	30696634	15	miRNA
ENSG00000221593	ENST00000408666	30854013	30854095	15	miRNA
ENSG00000264330	ENST00000577504	151283664	151283783	3	miRNA
ENSG00000222833	ENST00000410901	151352138	151352251	3	miRNA
ENSG00000264038	ENST00000583969	43494179	43494272	17	miRNA
ENSG00000266327	ENST00000582187	37421514	37421596	14	miRNA
ENSG00000264477	ENST00000584864	120768487	120768562	3	miRNA
ENSG00000263678	ENST00000581491	121640945	121641029	3	miRNA
ENSG00000264763	ENST00000585286	114393929	114394013	10	miRNA
ENSG00000221358	ENST00000408431	30906074	30906156	15	miRNA
ENSG00000221260	ENST00000408333	82658722	82658823	12	miRNA
ENSG00000221121	ENST00000408194	82736375	82736489	12	miRNA
ENSG00000221474	ENST00000408547	122000700	122000769	3	miRNA
ENSG00000221379	ENST00000408452	31093509	31093591	15	miRNA
ENSG00000221774	ENST00000408847	71123311	71123397	10	miRNA
ENSG00000207702	ENST00000384969	31357235	31357344	15	miRNA
ENSG00000264234	ENST00000584790	38716912	38716980	14	miRNA
ENSG00000221444	ENST00000408517	32685591	32685673	15	miRNA
ENSG00000216100	ENST00000401281	21481084	21481171	17	miRNA
ENSG00000266629	ENST00000570796	118889654	118889722	HG299_PATCH	miRNA
ENSG00000221318	ENST00000408391	32737916	32737998	15	miRNA
ENSG00000272543	ENST00000607364	50712511	50712594	3	miRNA
ENSG00000221211	ENST00000408284	122645843	122645968	3	miRNA
ENSG00000222770	ENST00000410838	21821899	21821986	17	miRNA
ENSG00000238512	ENST00000459309	123780841	123780931	3	miRNA
ENSG00000266383	ENST00000584713	123851776	123851872	3	miRNA
ENSG00000263775	ENST00000584173	124415785	124415883	3	miRNA
ENSG00000265981	ENST00000582372	124451286	124451363	3	miRNA
ENSG00000238742	ENST00000459421	115933864	115933938	10	miRNA
ENSG00000221405	ENST00000408478	32895488	32895570	15	miRNA
ENSG00000221645	ENST00000408718	39853282	39853350	14	miRNA
ENSG00000264426	ENST00000582960	57023492	57023571	7	miRNA
ENSG00000266205	ENST00000582972	34665990	34666072	15	miRNA
ENSG00000221649	ENST00000408722	34674270	34674351	15	miRNA
ENSG00000264248	ENST00000579524	323124	323248	10	miRNA
ENSG00000263449	ENST00000585055	86041031	86041098	12	miRNA
ENSG00000265299	ENST00000577976	28743704	28743811	HSCHR6_MHC_DBB	miRNA
ENSG00000263511	ENST00000578903	687629	687718	10	miRNA
ENSG00000264228	ENST00000584242	28763751	28763814	HSCHR6_MHC_DBB	miRNA
ENSG00000266782	ENST00000583207	118927189	118927285	10	miRNA
ENSG00000221065	ENST00000408138	34820491	34820572	15	miRNA
ENSG00000222631	ENST00000410699	71572451	71572541	10	miRNA
ENSG00000266082	ENST00000580451	71618970	71619055	10	miRNA
ENSG00000216004	ENST00000401185	72975557	72975628	10	miRNA
ENSG00000266168	ENST00000577811	57472731	57472796	7	miRNA
ENSG00000265102	ENST00000585264	35664457	35664565	15	miRNA
ENSG00000238766	ENST00000459103	74336482	74336553	10	miRNA
ENSG00000265098	ENST00000578635	36219057	36219124	15	miRNA
ENSG00000264077	ENST00000577262	87138845	87138925	12	miRNA
ENSG00000252811	ENST00000517002	131537439	131537533	7	miRNA
ENSG00000266719	ENST00000583078	74480787	74480858	10	miRNA
ENSG00000238844	ENST00000459021	132947395	132947485	7	miRNA
ENSG00000265039	ENST00000581256	53345492	53345579	12	miRNA
ENSG00000199150	ENST00000362280	52302292	52302379	3	miRNA
ENSG00000207926	ENST00000385191	52328235	52328324	3	miRNA
ENSG00000221695	ENST00000408768	41818497	41818570	14	miRNA
ENSG00000266500	ENST00000577890	42421679	42421763	14	miRNA
ENSG00000266635	ENST00000580208	53087014	53087110	3	miRNA
ENSG00000222219	ENST00000410287	135482754	135482857	7	miRNA
ENSG00000264999	ENST00000580047	45050383	45050466	17	miRNA
ENSG00000222084	ENST00000410152	42769954	42770065	14	miRNA
ENSG00000221016	ENST00000408089	45195868	45195957	17	miRNA
ENSG00000252504	ENST00000516695	53243969	53244062	3	miRNA
ENSG00000264261	ENST00000580586	2495329	2495418	10	miRNA
ENSG00000220982	ENST00000408055	135929194	135929282	7	miRNA
ENSG00000263583	ENST00000584932	25620936	25621022	17	miRNA
ENSG00000207947	ENST00000385212	46114527	46114613	17	miRNA
ENSG00000221739	ENST00000408812	46233789	46233873	17	miRNA
ENSG00000264420	ENST00000577680	46285346	46285432	14	miRNA
ENSG00000263945	ENST00000582739	48230198	48230307	14	miRNA
ENSG00000264327	ENST00000581952	53631903	53631994	3	miRNA
ENSG00000263416	ENST00000579035	81549519	81549586	7	miRNA
ENSG00000221262	ENST00000408335	81919393	81919478	7	miRNA
ENSG00000222994	ENST00000411062	83548918	83549019	7	miRNA
ENSG00000263634	ENST00000583286	159000435	159000523	3	miRNA
ENSG00000266347	ENST00000585304	89986604	89986704	12	miRNA
ENSG00000265050	ENST00000585016	84295240	84295324	7	miRNA
ENSG00000265762	ENST00000581778	30046493	30046625	HSCHR6_MHC_COX	miRNA
ENSG00000207597	ENST00000384865	136587914	136588041	7	miRNA
ENSG00000221558	ENST00000408631	137753288	137753375	7	miRNA
ENSG00000251731	ENST00000515922	48963136	48963267	14	miRNA
ENSG00000222888	ENST00000410956	53916213	53916296	3	miRNA
ENSG00000264013	ENST00000582157	55886520	55886622	3	miRNA
ENSG00000264146	ENST00000579369	159540401	159540484	3	miRNA
ENSG00000207779	ENST00000385045	160122376	160122473	3	miRNA
ENSG00000198987	ENST00000362117	160122533	160122613	3	miRNA
ENSG00000266193	ENST00000578556	137808504	137808567	7	miRNA
ENSG00000221732	ENST00000408805	140280087	140280149	7	miRNA
ENSG00000207844	ENST00000385109	26603489	26603579	17	miRNA
ENSG00000265090	ENST00000584623	163234190	163234275	3	miRNA
ENSG00000266757	ENST00000584181	163373092	163373169	3	miRNA
ENSG00000221251	ENST00000408324	163889259	163889344	3	miRNA
ENSG00000221755	ENST00000408828	164059129	164059238	3	miRNA
ENSG00000266362	ENST00000578281	30541958	30542043	HSCHR6_MHC_COX	miRNA
ENSG00000265548	ENST00000577463	30573855	30573931	HSCHR6_MHC_COX	miRNA
ENSG00000266702	ENST00000583768	30606290	30606383	HSCHR6_MHC_COX	miRNA
ENSG00000265988	ENST00000580692	30046926	30047058	HSCHR6_MHC_DBB	miRNA
ENSG00000207650	ENST00000384917	195426272	195426368	3	miRNA
ENSG00000266182	ENST00000578690	28743732	28743839	HSCHR6_MHC_SSTO	miRNA
ENSG00000264411	ENST00000578113	28763741	28763804	HSCHR6_MHC_SSTO	miRNA
ENSG00000264008	ENST00000577264	30848554	30848643	HSCHR6_MHC_COX	miRNA
ENSG00000211518	ENST00000390184	88269835	88269941	7	miRNA
ENSG00000223029	ENST00000411097	89800655	89800738	7	miRNA
ENSG00000215922	ENST00000401103	166743201	166743287	3	miRNA
ENSG00000264302	ENST00000585070	26687677	26687757	17	miRNA
ENSG00000238720	ENST00000459195	65370	65465	GL000228.1	miRNA
ENSG00000263866	ENST00000583429	30542353	30542438	HSCHR6_MHC_DBB	miRNA
ENSG00000264822	ENST00000583939	30574247	30574323	HSCHR6_MHC_DBB	miRNA
ENSG00000263550	ENST00000584599	30606683	30606776	HSCHR6_MHC_DBB	miRNA
ENSG00000263628	ENST00000577482	6194159	6194240	10	miRNA
ENSG00000266363	ENST00000584981	167921297	167921388	3	miRNA
ENSG00000265436	ENST00000582177	30046179	30046311	HSCHR6_MHC_SSTO	miRNA
ENSG00000221520	ENST00000408593	91833329	91833412	7	miRNA
ENSG00000208014	ENST00000385279	93112072	93112167	7	miRNA
ENSG00000207656	ENST00000384923	93113248	93113331	7	miRNA
ENSG00000265423	ENST00000583734	93346240	93346317	7	miRNA
ENSG00000265505	ENST00000577651	30849365	30849454	HSCHR6_MHC_DBB	miRNA
ENSG00000264579	ENST00000582497	30543533	30543618	HSCHR6_MHC_SSTO	miRNA
ENSG00000272450	ENST00000606350	30575427	30575503	HSCHR6_MHC_SSTO	miRNA
ENSG00000263998	ENST00000579220	30607865	30607958	HSCHR6_MHC_SSTO	miRNA
ENSG00000266384	ENST00000584183	31656222	31656284	HSCHR6_MHC_COX	miRNA
ENSG00000266406	ENST00000581342	31912168	31912269	HSCHR6_MHC_COX	miRNA
ENSG00000208025	ENST00000385290	95848974	95849068	7	miRNA
ENSG00000220987	ENST00000408060	95936072	95936172	7	miRNA
ENSG00000238385	ENST00000459512	96097643	96097734	7	miRNA
ENSG00000210741	ENST00000388006	46709852	46709921	17	miRNA
ENSG00000263602	ENST00000583892	46801770	46801837	17	miRNA
ENSG00000263719	ENST00000580425	27717680	27717748	17	miRNA
ENSG00000264552	ENST00000578722	47126902	47126986	17	miRNA
ENSG00000264412	ENST00000578425	32641388	32641455	HSCHR6_MHC_COX	miRNA
ENSG00000265850	ENST00000577559	197020749	197020819	3	miRNA
ENSG00000265989	ENST00000583279	31650981	31651043	HSCHR6_MHC_DBB	miRNA
ENSG00000221192	ENST00000408265	96920826	96920908	7	miRNA
ENSG00000265895	ENST00000584324	31906802	31906903	HSCHR6_MHC_DBB	miRNA
ENSG00000221048	ENST00000408121	97535284	97535431	7	miRNA
ENSG00000216042	ENST00000401223	197401367	197401447	3	miRNA
ENSG00000265412	ENST00000585157	31658768	31658830	HSCHR6_MHC_SSTO	miRNA
ENSG00000264555	ENST00000578791	31916468	31916569	HSCHR6_MHC_SSTO	miRNA
ENSG00000252789	ENST00000516980	47638364	47638447	17	miRNA
ENSG00000264244	ENST00000581730	32696850	32696917	HSCHR6_MHC_DBB	miRNA
ENSG00000266331	ENST00000583424	32827013	32827107	HSCHR6_MHC_COX	miRNA
ENSG00000264962	ENST00000584563	32882633	32882727	HSCHR6_MHC_DBB	miRNA
ENSG00000266130	ENST00000577365	33097238	33097347	HSCHR6_MHC_COX	miRNA
ENSG00000264836	ENST00000580138	33153522	33153631	HSCHR6_MHC_DBB	miRNA
ENSG00000265767	ENST00000577608	804940	805001	19	miRNA
ENSG00000263414	ENST00000583431	813584	813653	19	miRNA
ENSG00000266399	ENST00000581992	1553980	1554031	19	miRNA
ENSG00000222720	ENST00000410788	1556604	1556685	19	miRNA
ENSG00000223244	ENST00000411312	1816158	1816237	19	miRNA
ENSG00000221411	ENST00000408484	2234061	2234148	19	miRNA
ENSG00000267021	ENST00000592276	2250638	2250717	19	miRNA
ENSG00000266731	ENST00000577553	425316	425416	X	miRNA
ENSG00000264510	ENST00000581137	1410648	1410721	X	miRNA
ENSG00000264819	ENST00000580687	1410987	1411060	X	miRNA
ENSG00000263980	ENST00000578699	1412508	1412582	X	miRNA
ENSG00000265658	ENST00000580266	1412811	1412885	X	miRNA
ENSG00000263835	ENST00000583047	1413025	1413099	X	miRNA
ENSG00000263997	ENST00000579582	2872343	2872428	19	miRNA
ENSG00000265653	ENST00000584402	12172759	12172815	10	miRNA
ENSG00000263584	ENST00000582492	12620752	12620822	10	miRNA
ENSG00000221331	ENST00000408404	12767253	12767352	10	miRNA
ENSG00000222235	ENST00000410303	13746978	13747072	10	miRNA
ENSG00000266321	ENST00000584305	14425199	14425276	10	miRNA
ENSG00000221371	ENST00000408444	14478575	14478660	10	miRNA
ENSG00000207937	ENST00000385202	17887107	17887193	10	miRNA
ENSG00000207938	ENST00000385203	18134036	18134122	10	miRNA
ENSG00000264861	ENST00000584731	4501463	4501541	X	miRNA
ENSG00000222834	ENST00000410902	4636834	4636955	X	miRNA
ENSG00000207643	ENST00000384911	65017	65125	4	miRNA
ENSG00000211553	ENST00000390127	130242	130349	4	miRNA
ENSG00000252616	ENST00000516807	218004	218112	4	miRNA
ENSG00000207733	ENST00000385000	3961412	3961510	19	miRNA
ENSG00000207642	ENST00000384910	343946	344041	4	miRNA
ENSG00000266437	ENST00000579802	4445975	4446045	19	miRNA
ENSG00000211482	ENST00000390148	403598	403704	4	miRNA
ENSG00000266209	ENST00000579411	4726303	4726391	19	miRNA
ENSG00000252150	ENST00000516341	461317	461425	4	miRNA
ENSG00000207630	ENST00000384898	4770682	4770791	19	miRNA
ENSG00000264899	ENST00000584366	4876724	4876810	19	miRNA
ENSG00000221535	ENST00000408608	4889215	4889310	19	miRNA
ENSG00000265284	ENST00000579149	6301947	6302004	X	miRNA
ENSG00000212072	ENST00000390783	20072486	20072589	10	miRNA
ENSG00000264268	ENST00000582827	7065901	7065978	X	miRNA
ENSG00000207628	ENST00000384896	8095006	8095102	X	miRNA
ENSG00000265372	ENST00000577898	20840899	20840975	10	miRNA
ENSG00000263409	ENST00000584057	4932699	4932752	19	miRNA
ENSG00000263995	ENST00000579264	5822936	5823035	19	miRNA
ENSG00000216105	ENST00000401286	1988111	1988204	4	miRNA
ENSG00000222133	ENST00000410201	10184638	10184739	X	miRNA
ENSG00000265080	ENST00000537353	2251804	2251883	4	miRNA
ENSG00000263652	ENST00000580117	11336734	11336806	X	miRNA
ENSG00000266722	ENST00000579148	6416421	6416522	19	miRNA
ENSG00000252111	ENST00000516302	12166437	12166520	X	miRNA
ENSG00000265353	ENST00000580648	6895733	6895814	19	miRNA
ENSG00000266483	ENST00000581768	7160431	7160506	19	miRNA
ENSG00000265748	ENST00000583606	7309263	7309362	19	miRNA
ENSG00000264106	ENST00000408832	4038811	4038914	4	miRNA
ENSG00000221301	ENST00000408374	4086061	4086208	4	miRNA
ENSG00000263631	ENST00000580913	5925002	5925055	4	miRNA
ENSG00000264331	ENST00000582836	14093910	14094010	X	miRNA
ENSG00000221278	ENST00000408351	14783097	14783239	X	miRNA
ENSG00000222071	ENST00000410139	21785491	21785570	10	miRNA
ENSG00000265953	ENST00000580502	6955016	6955101	4	miRNA
